1,nan,0.4371
2,nan,0.4496
3,nan,0.5088
4,nan,0.5063
5,nan,0.5194
6,nan,0.4866
7,nan,0.4931
8,nan,0.517
9,nan,0.4929
10,nan,0.5096
11,nan,0.483
12,nan,0.4969
13,nan,0.5045
14,nan,0.5084
15,nan,0.4649
16,nan,0.4594
17,nan,0.4826
18,nan,0.5142
19,nan,0.4585
20,nan,0.4656
21,nan,0.464
22,nan,0.4155
23,nan,0.5224
24,nan,0.5388
25,nan,0.5931
26,nan,0.479
27,nan,0.5047
28,nan,0.4703
29,nan,0.4804
30,nan,0.5066
31,nan,0.5024
32,nan,0.5056
33,nan,0.5026
34,nan,0.5012
35,nan,0.4775
36,nan,0.4923
37,nan,0.4942
38,nan,0.4961
39,nan,0.5078
40,nan,0.4725
41,nan,0.5428
42,nan,0.5336
43,nan,0.5082
44,nan,0.4939
45,nan,0.4957
46,nan,0.5349
47,nan,0.4924
48,nan,0.5207
49,nan,0.4983
50,nan,0.5081
51,nan,0.5094
52,nan,0.4882
53,nan,0.4895
54,nan,0.5267
55,nan,0.5185
56,nan,0.4748
57,nan,0.5136
58,nan,0.4997
59,nan,0.4999
60,nan,0.5129
61,nan,0.5227
62,nan,0.5145
63,nan,0.4981
64,nan,0.5036
65,nan,0.5135
66,nan,0.4933
67,nan,0.5083
68,nan,0.4937
69,nan,0.496
70,nan,0.5114
71,nan,0.5067
72,nan,0.5098
73,nan,0.5
74,nan,0.4168
75,nan,0.458
76,nan,0.5631
77,nan,0.5178
78,nan,0.5178
79,nan,0.5032
80,nan,0.48
81,nan,0.511
82,nan,0.4831
83,nan,0.485
84,nan,0.5217
85,nan,0.5182
86,nan,0.5172
87,nan,0.4941
88,nan,0.4833
89,nan,0.5103
90,nan,0.5022
91,nan,0.4908
92,nan,0.5071
93,nan,0.518
94,nan,0.5018
95,nan,0.4689
96,nan,0.5312
97,nan,0.5101
98,nan,0.5533
99,nan,0.5071
100,nan,0.5121
