1,nan,0.5481
2,nan,0.5033
3,nan,0.4888
4,nan,0.5083
5,nan,0.527
6,nan,0.5039
7,nan,0.4878
8,nan,0.511
9,nan,0.5132
10,nan,0.478
11,nan,0.4945
12,nan,0.5029
13,nan,0.5006
14,nan,0.5214
15,nan,0.497
16,nan,0.4867
17,nan,0.4736
18,nan,0.4681
19,nan,0.5306
20,nan,0.5329
21,nan,0.4539
22,nan,0.5389
23,nan,0.4633
24,nan,0.5184
25,nan,0.4796
26,nan,0.4721
27,nan,0.4948
28,nan,0.4981
29,nan,0.4733
30,nan,0.5033
31,nan,0.4999
32,nan,0.5128
33,nan,0.5084
34,nan,0.5091
35,nan,0.5032
36,nan,0.484
37,nan,0.4982
38,nan,0.4994
39,nan,0.5115
40,nan,0.5004
41,nan,0.4877
42,nan,0.4612
43,nan,0.4786
44,nan,0.5218
45,nan,0.4874
46,nan,0.5305
47,nan,0.5419
48,nan,0.448
49,nan,0.5812
50,nan,0.5696
51,nan,0.4558
52,nan,0.5433
53,nan,0.5154
54,nan,0.503
55,nan,0.4856
56,nan,0.5028
57,nan,0.5135
58,nan,0.4831
59,nan,0.5267
60,nan,0.5026
61,nan,0.5015
62,nan,0.4795
63,nan,0.4904
64,nan,0.501
65,nan,0.4936
66,nan,0.5046
67,nan,0.5339
68,nan,0.5107
69,nan,0.4906
70,nan,0.4866
71,nan,0.5127
72,nan,0.5487
73,nan,0.5296
74,nan,0.4425
75,nan,0.5057
76,nan,0.5547
77,nan,0.4342
78,nan,0.4749
79,nan,0.4773
80,nan,0.5028
81,nan,0.4957
82,nan,0.5022
83,nan,0.5081
84,nan,0.4791
85,nan,0.4827
86,nan,0.5013
87,nan,0.5044
88,nan,0.5102
89,nan,0.496
90,nan,0.4916
91,nan,0.5199
92,nan,0.5
93,nan,0.4815
94,nan,0.5169
95,nan,0.4636
96,nan,0.5597
97,nan,0.4881
98,nan,0.5313
99,nan,0.4603
100,nan,0.5343
